year,electorate,party,candidate,all,ordinary,special
2005,Wairarapa,United Future NZ,"REEVES, Graeme Leonard",364,328,36
2005,Waitakere,ACT,"RIDDELL, John Godfrey",416,367,49
2005,Waitakere,Alliance,"ETHELL, Sandra Margaret",62,52,10
2005,Waitakere,Destiny NZ,"GREEN, Stanley Christopher",394,345,49
2005,Waitakere,Direct Democracy Party,"COVICH, Alona",79,73,6
2005,Waitakere,Green Party,"CLENDON, David James",1709,1414,295
2005,Waitakere,Jim Anderton's Progressive,"PARKYN, David",293,263,30
2005,Waitakere,Labour Party,"PILLAY, Barbara Lynne",15325,13697,1628
2005,Waitakere,Maori Party,"JOE, Charles",272,246,26
2005,Waitakere,NZ Family Rights Protection Party,"ULBERG, John Frank",74,59,15
2005,Waitakere,NZ First,"STEWART, Brendan John",1354,1233,121
2005,Waitakere,National Party,"BENNETT, Paula Lee",10383,9533,850
2005,Waitakere,United Future NZ,"BARAL, Hannah Pia",1035,945,90
2005,Wellington Central,ACT,"FRANKS, Stephen",1254,1032,222
2005,Wellington Central,Alliance,"O'CONNELL, Kane Peter",79,68,11
2005,Wellington Central,Anti-Capitalist Alliance,"HAY, Stephen William",107,84,23
2005,Wellington Central,Aotearoa Legalise Cannabis Party,"APPLEBY, Michael",426,342,84
2005,Wellington Central,Green Party,"KEDGLEY, Susan Jane",3737,2894,843
2005,Wellington Central,Jim Anderton's Progressive,"SOMERSET, David",173,155,18
2005,Wellington Central,Labour Party,"HOBBS, Marian Leslie",20199,16834,3365
2005,Wellington Central,Libertarianz,"DARNTON, Bernard Timothy",79,68,11
2005,Wellington Central,National Party,"BLUMSKY, Mark Herbert",14019,11797,2222
2005,Wellington Central,United Future NZ,"McKENZIE, Fiona Kirsten",593,498,95
2005,West Coast-Tasman,ACT,"GILL, Kevin John",251,227,24
2005,West Coast-Tasman,Aotearoa Legalise Cannabis Party,"WILKINSON, Steven Crawford George",515,454,61
2005,West Coast-Tasman,Christian Heritage NZ,"BLIGHT, Derek Montgomery",314,297,17
2005,West Coast-Tasman,Green Party,"DAVIES, Richard James",1526,1262,264
2005,West Coast-Tasman,Jim Anderton's Progressive,"HOLLAND, Lewis",358,345,13
2005,West Coast-Tasman,Labour Party,"O'CONNOR, Damien Peter",15178,13937,1241
2005,West Coast-Tasman,National Party,"AUCHINVOLE, Christopher John",13024,12198,826
2005,West Coast-Tasman,United Future NZ,"OSBORNE, Milton John",658,617,41
2005,Whanganui,Democrats for Social Credit,"MURCHIE, Malcolm McGregor",175,162,13
2005,Whanganui,Green Party,"MILNES, John Ingham",1171,1037,134
2005,Whanganui,Jim Anderton's Progressive,"LUCAS, Debbie Ann",371,344,27
2005,Whanganui,Labour Party,"PETTIS, Marjorie Jill",13444,12370,1074
2005,Whanganui,Maori Party,"MAKUTU, Aaron Nicholas",429,387,42
2005,Whanganui,National Party,"BORROWS, Kerry James",15846,14754,1092
2005,Whanganui,OneNZ Party,"BROUGHAM, Ian",214,187,27
2005,Whanganui,United Future NZ,"BALL, David",502,471,31
2005,Whangarei,ACT,"NEWMAN, Muriel",1067,982,85
2005,Whangarei,Destiny NZ,"FORD, Anthony John",178,153,25
2005,Whangarei,Green Party,"ARMSTRONG, Moea",1240,1078,162
2005,Whangarei,Jim Anderton's Progressive,"SHEPHERD, Vivienne Mary",311,290,21
2005,Whangarei,Labour Party,"CHALMERS, William Paul",9811,9021,790
2005,Whangarei,Libertarianz,"HUGHES, Helen Kay",80,67,13
2005,Whangarei,Maori Party,"TAWHIAO, Rangi Ngati Huna",384,333,51
2005,Whangarei,NZ First,"DONNELLY, Brian John",2983,2713,270
2005,Whangarei,National Party,"HEATLEY, Philip Reeve",18900,17465,1435
2005,Whangarei,United Future NZ,"HUNT, Craig",168,148,20
2005,Wigram,ACT,"EMILE, Tetauru Joseph",203,180,23
2005,Wigram,Alliance,"DOWIE, Thomas William",61,55,6
2005,Wigram,Anti-Capitalist Alliance,"KINGI, Samuel",69,60,9
2005,Wigram,Direct Democracy Party,"FOLJAMBE, Anton Charles",20,14,6
2005,Wigram,Green Party,"SUGGATE, Richard Malcolm",1455,1195,260
2005,Wigram,Jim Anderton's Progressive,"ANDERTON, James Patrick",15961,14387,1574
2005,Wigram,Labour Party,"MORA, Michael Allan",6408,5455,953
2005,Wigram,NZ Econ. Euth.,"HANSEN, Christopher Michael",29,24,5
2005,Wigram,NZ First,"ROSWELL, Brian Murrell",912,813,99
2005,Wigram,National Party,"LOMAX, Allison Vivienne",7413,6467,946
2005,Wigram,United Future NZ,"ROBERTS, Vanessa Joy",988,887,101
2008,Auckland Central,ACT,"UREN, Scott",581,459,122
2008,Auckland Central,Alliance,"DIVIS, Sarita",39,26,13
2008,Auckland Central,Aotearoa Legalise Cannabis Party,"O'CONNELL, Kevin Patrick",349,265,84
2008,Auckland Central,Green Party,"ROCHE, Denise Maree",4592,3688,904
2008,Auckland Central,Human Rights Party,"RAVLICH, Anthony George",67,46,21
2008,Auckland Central,Independent,"GREENFIELD, Stephen Thomas",68,58,10
2008,Auckland Central,Independent,"FORDE, Thomas Martin",84,65,19
2008,Auckland Central,Jim Anderton's Progressive,"ROBSON, Justin Matthew",274,231,43
2008,Auckland Central,Labour Party,"TIZARD, Judith Ngaire",13180,10775,2405
2008,Auckland Central,National Party,"KAYE, Nicola Laura",14677,11992,2685
2008,Auckland Central,RAM - Residents Action Movement,"WOODS, Oliver Isaac",132,101,31
2008,Auckland Central,The Republic of NZ Party,"BEVIN, Kerry",32,21,11
2008,Auckland Central,United Future,"GALEY-YOUNG, Aaron Micheal",128,92,36
2008,Bay of Plenty,ACT,"DENZ, Frances",346,311,35
2008,Bay of Plenty,Kiwi Party,"CHRISTIANSEN, Anthony Steven",2258,2069,189
2008,Bay of Plenty,Labour Party,"DEVOY-HEENA, Carol Rosemary",5798,5129,669
2008,Bay of Plenty,NZ First,"BROWN, Peter Alfred",4087,3696,391
2008,Bay of Plenty,National Party,"RYALL, Anthony Boyd Williams",23402,21187,2215
2008,Bay of Plenty,United Future,"CARTER, Brian Hubert",180,154,26
2008,Botany,ACT,"WANG, Kenneth",4717,4346,371
2008,Botany,Green Party,"COOPER, Peter Ernest",1226,1044,182
2008,Botany,Independent,"SUBRAMANIAN, Natarajan",140,114,26
2008,Botany,Jim Anderton's Progressive,"CHEAM, Sokunthea",304,273,31
2008,Botany,Kiwi Party,"KAN, Simon Shuimo",212,192,20
2008,Botany,Labour Party,"TAWA, Koro Alaster Richard",6510,5597,913
2008,Botany,National Party,"WONG, Pansy",17382,15605,1777
2008,Botany,United Future,"CARTER, Judy Ann",428,373,55
2008,Christchurch Central,ACT,"SEVERIN, Toni Gae",482,398,84
2008,Christchurch Central,Alliance,"KLEIS, Greg",103,87,16
2008,Christchurch Central,Aotearoa Legalise Cannabis Party,"BRITNELL, Michael Allan",487,399,88
2008,Christchurch Central,Green Party,"McLAUCHLAN, Jan Ailsa",2708,2194,514
2008,Christchurch Central,Jim Anderton's Progressive,"BAGCHI, Somnath Sarkar",598,512,86
2008,Christchurch Central,Kiwi Party,"BEAVEN, Andrew John",353,313,40
2008,Christchurch Central,Labour Party,"BURNS, Brendon",14078,12235,1843
2008,Christchurch Central,National Party,"WAGNER, Nicola Joanne",13143,11374,1769
2008,Christchurch Central,Workers Party,"CLARK, Byron Charles",164,124,40
2008,Christchurch East,Alliance,"PIESSE, Paul Egerton",119,113,6
2008,Christchurch East,Aotearoa Legalise Cannabis Party,"LAMBERT, Paula",417,368,49
2008,Christchurch East,Democrats for Social Credit,"McILRAITH, Nicholas Myles",40,35,5
2008,Christchurch East,Green Party,"MATHERS, Celeste Mojo",1843,1617,226
2008,Christchurch East,Independent,"PARK, Sevaschan Sam",114,107,7
2008,Christchurch East,Jim Anderton's Progressive,"SANDYS, Elspeth Somerville",575,531,44
2008,Christchurch East,Kiwi Party,"LE CREN, Anthony St John",378,353,25
2008,Christchurch East,Labour Party,"DALZIEL, Lianne Audrey",17969,16334,1635
2008,Christchurch East,National Party,"GILMORE, Aaron Wayne",12204,11121,1083
2008,Christchurch East,United Future,"SOLOMON, Maretta Tuasivi",204,182,22
2008,Christchurch East,Workers Party,"HOPKINSON, Paul Barry",90,79,11
2008,Clutha-Southland,ACT,"HENDERSON, Roland James",590,537,53
2008,Clutha-Southland,Alliance,"HUBBARD, Marvin Gilbert",149,133,16
2008,Clutha-Southland,Family Party,"TANKARD, Paul Ayson",515,464,51
2008,Clutha-Southland,Green Party,"GOW, Timothy Robert",2304,2006,298
2008,Clutha-Southland,Labour Party,"PRYDE, Donald Stuart",7156,6499,657
2008,Clutha-Southland,National Party,"ENGLISH, Simon William",22631,20774,1857
2008,Coromandel,ACT,"BASSETT, Raymond George",624,550,74
2008,Coromandel,Green Party,"REDWOOD, James Nelson",4201,3736,465
2008,Coromandel,Kiwi Party,"RUREHE, Hugh Telford",360,326,34
2008,Coromandel,Labour Party,"KININMONTH, Hugh Gerrard",8093,7431,662
2008,Coromandel,National Party,"GOUDIE, Sandra Anne",22653,20832,1821
2008,Dunedin North,ACT,"CALVERT, Hilary Jane",573,498,75
2008,Dunedin North,Alliance,"BILLOT, Victor Philip",448,397,51
2008,Dunedin North,Aotearoa Legalise Cannabis Party,"CRAWFORD, Julian Lloyd",483,400,83
2008,Dunedin North,Democrats for Social Credit,"McRAE, Olive Jessie",105,98,7
2008,Dunedin North,Green Party,"STANTON TUREI, Metiria Leanne Agnes",3611,3067,544
2008,Dunedin North,Labour Party,"HODGSON, Peter Colin",17127,14981,2146
2008,Dunedin North,National Party,"WOODHOUSE, Michael Allan",9972,8682,1290
2008,Dunedin North,United Future,"EDWARDS, Mary Lloyd",228,184,44
2008,Dunedin South,ACT,"NICHOLLS, Colin William",528,489,39
2008,Dunedin South,Alliance,"MURRAY, Kay Elizabeth Simmond",199,182,17
2008,Dunedin South,Democrats for Social Credit,"McINTOSH, Dawn Shirley",172,152,20
2008,Dunedin South,Green Party,"GALLAGHER, Shane Anthony",2511,2186,325
2008,Dunedin South,Independent,"BERNHARDT, David Edwin",222,189,33
2008,Dunedin South,Jim Anderton's Progressive,"McALPINE, Jacqueline Mary",498,456,42
2008,Dunedin South,Kiwi Party,"WESCOMBE, Philip Andrew",261,240,21
2008,Dunedin South,Labour Party,"CURRAN, Clare Elizabeth",19199,17522,1677
2008,Dunedin South,National Party,"POWELL, Conway Llewelyn",12750,11653,1097
2008,Dunedin South,Restore All Things in Christ,"WANSINK, Robert Charles",113,101,12
2008,Dunedin South,United Future,"MOFFAT, Mary Pauline",264,232,32
2008,East Coast,Green Party,"DELAHUNTY, Catherine",1684,1478,206
2008,East Coast,Labour Party,"MACKEY, Moana Lynore",10050,9283,767
2008,East Coast,NZ First,"HORAN, Brendan Francis John",2147,1995,152
2008,East Coast,National Party,"TOLLEY, Anne Merrilyn",16463,15246,1217
2008,East Coast,United Future,"TURNER, Judith Anne",1040,919,121
2008,East Coast Bays,ACT,"KRONFELD, Timothy Paul",1246,1140,106
2008,East Coast Bays,Family Party,"ADAMS, Paul Gavin",3570,3263,307
2008,East Coast Bays,Green Party,"BRADFORD, Susan",2263,1968,295
2008,East Coast Bays,Labour Party,"GOLDSMITH, Vivienne Jayne",6177,5524,653
2008,East Coast Bays,Libertarianz,"ZAMORA, Elahrairah",56,51,5
2008,East Coast Bays,NZ First,"JONES, Dail Michael John",730,659,71
2008,East Coast Bays,National Party,"McCULLY, Murray Stuart",20151,18174,1977
2008,East Coast Bays,No Commercial Airport at Whenuapai Airbase Party,"HUTTON, Toby James",283,257,26
2008,East Coast Bays,United Future,"McINNES, Ian William",215,189,26
2008,Epsom,ACT,"HIDE, Rodney Philip",21102,18523,2579
2008,Epsom,Green Party,"LOCKE, Keith James",2787,2193,594
2008,Epsom,Human Rights Party,"BISHOP, Andrena Marie",68,48,20
2008,Epsom,Kiwi Party,"HADEN, Grace",114,87,27
2008,Epsom,Labour Party,"SUTTON, Kate Anna",5112,4061,1051
2008,Epsom,National Party,"WORTH, Richard Westwood",8220,6608,1612
2008,Epsom,RAM - Residents Action Movement,"COPELAND, Rafe Brindley",79,61,18
2008,Epsom,United Future,"TUCK, Janet Claire",163,120,43
2008,Hamilton East,ACT,"MALLETT, Garry Bruce",420,361,59
2008,Hamilton East,Democrats for Social Credit,"McKENZIE, Carolyn Lee",54,47,7
2008,Hamilton East,Green Party,"PERSSON, Linda",1433,1183,250
2008,Hamilton East,Kiwi Party,"JACKSON, Robyn Louise",180,157,23
2008,Hamilton East,Labour Party,"MORONEY, Suzanne Mary",10621,9344,1277
2008,Hamilton East,NZ First,"WOOLERTON, Robert Douglas",830,706,124
2008,Hamilton East,National Party,"BENNETT, David",19441,17226,2215
2008,Hamilton East,The Republic of NZ Party,"GIELEN, Jack",41,39,2
2008,Hamilton East,United Future,"WHITE, Rochelle Karen",168,144,24
2008,Hamilton West,ACT,"PARKER, Ian Donald",543,492,51
2008,Hamilton West,Green Party,"STEVENS, Dale Moana",1389,1186,203
2008,Hamilton West,Independent,"VATSYAYANN, Suresh Kumar",157,131,26
2008,Hamilton West,Labour Party,"GALLAGHER, Martin Owen",14545,13178,1367
2008,Hamilton West,Libertarianz,"WIKIRIWHI, Timothy Denis",112,99,13
2008,Hamilton West,National Party,"MACINDOE, Timothy Harley",16163,14724,1439
2008,Hamilton West,United Future,"SMITH, Kenneth Wayne",218,193,25
2008,Hauraki-Waikato,Labour Party,"MAHUTA, Nanaia Cybele",9349,8280,1069
2008,Hauraki-Waikato,Maori Party,"GREENSILL, Angeline Elizabeth Ngahina",8461,7259,1202
2008,Helensville,ACT,"GARRETT, David Arthur",811,709,102
2008,Helensville,Green Party,"CLENDON, David James",2166,1851,315
2008,Helensville,Labour Party,"FENTON, Darien Elizabeth",6224,5521,703
2008,Helensville,Libertarianz,"OSBORNE, Peter Christopher",89,78,11
2008,Helensville,National Party,"KEY, John Phillip",26771,24093,2678
2008,Helensville,United Future,"LOVELOCK, Angela Sherise",309,278,31
2008,Hunua,ACT,"DOUGLAS, Roger Owen",3068,2791,277
2008,Hunua,Green Party,"KENWORTHY, Fiona Marie",1525,1342,183
2008,Hunua,Kiwi Party,"NAEA, Frank John",209,183,26
2008,Hunua,Labour Party,"CARTER, Jordan Tracy",6062,5471,591
2008,Hunua,Libertarianz,"WHITEHEAD, Bruce Craig",56,46,10
2008,Hunua,NZ First,"MULFORD - TYLER, Helen Jane",997,924,73
2008,Hunua,National Party,"HUTCHISON, Charles Paul Telford",21920,20155,1765
2008,Hunua,United Future,"DRILLER, Toni Anne",195,179,16
2008,Hutt South,ACT,"MITCHELL, Lindsay Susan",655,584,71
2008,Hutt South,Green Party,"HORROCKS, Virginia Jacqueline Ormond",2635,2307,328
2008,Hutt South,Kiwi Party,"CHIN, Camilia Keem Kim",380,349,31
2008,Hutt South,Labour Party,"MALLARD, Trevor Colin",16690,14965,1725
2008,Hutt South,Libertarianz,"HOWISON, Philip John",93,83,10
2008,Hutt South,National Party,"QUINN, Bernard Paul",12604,11469,1135
2008,Hutt South,United Future,"SMITH, Murray Vaughan",812,748,64
2008,Ikaroa-Rawhiti,Green Party,"TIPENE, Bevan Mohi",1070,959,111
2008,Ikaroa-Rawhiti,Labour Party,"HOROMIA, Parekura Tureia",9927,8989,938
2008,Ikaroa-Rawhiti,Maori Party,"FOX, Derek Tinia",8282,7414,868
2008,Ilam,ACT,"DAVIDSON, Brian Matthew",775,681,94
2008,Ilam,Green Party,"GRAHAM, Kennedy Gollan Montrose",4444,3813,631
2008,Ilam,Jim Anderton's Progressive,"HUTCHINSON, Craig Alan",828,726,102
2008,Ilam,Kiwi Party,"WEUSTEN, David Brent",393,341,52
2008,Ilam,Labour Party,"YAU, Seam Kheon (Sam)",8755,7714,1041
2008,Ilam,National Party,"BROWNLEE, Gerard Anthony",20648,18398,2250
2008,Ilam,United Future,"PICKERING, John William",449,400,49
2008,Invercargill,ACT,"CARLINE, Ian Allan",416,385,31
2008,Invercargill,Green Party,"CARSON, Craig William",1718,1542,176
2008,Invercargill,Labour Party,"SOPER, Lesley Frances",12750,11671,1079
2008,Invercargill,Libertarianz,"PLEASANCE, Shane Edward",131,116,15
2008,Invercargill,National Party,"ROY, Eric Wilbur",19414,17778,1636
2008,Invercargill,United Future,"SMITH, Maureen",258,240,18
2008,Kaikoura,ACT,"TATTERSFIELD, David John",443,389,54
2008,Kaikoura,Democrats for Social Credit,"McCASKEY, John Stuart James",112,96,16
2008,Kaikoura,Green Party,"BROWNING, Steffan John",2823,2493,330
2008,Kaikoura,Kiwi Party,"BELCHER, Alistair Paul",1127,1070,57
2008,Kaikoura,Labour Party,"McNAMARA, Brian Lawrence",9297,8532,765
2008,Kaikoura,NZ First,"KING, Linda Waimarie",959,881,78
2008,Kaikoura,National Party,"KING, Colin McDonald",20374,18575,1799
2008,Kaikoura,United Future,"CHRISTIE, Coralie Beverley",131,112,19
2008,Mana,ACT,"COLLINS, Michael Allan",628,550,78
2008,Mana,Green Party,"GILCHRIST, Michael Alexander",2288,1949,339
2008,Mana,Kiwi Party,"MACLACHLAN, Renton Hamish",337,308,29
2008,Mana,Labour Party,"LABAN, Winifred Alexandra",18070,16103,1967
2008,Mana,Libertarianz,"GOODE, Richard Simon",64,58,6
2008,Mana,NZ Pacific Party,"MANU, Timothy Salele'a",282,249,33
2008,Mana,National Party,"PARATA, Patricia Hekia",11915,10868,1047
2008,Mana,United Future,"GUNSTON, Robin Paul",472,423,49
2008,Mangere,ACT,"TABACHNIK, Michael",247,213,34
2008,Mangere,Family Party,"FILIPAINA, Jerry Cassidy",999,865,134
2008,Mangere,Green Party,"STRICKSON-PUA, Muamua Sofi",541,461,80
2008,Mangere,Independent,"MATATUMUA, Lemalu Talia",63,50,13
2008,Mangere,Jim Anderton's Progressive,"PO'E, Talatala",150,128,22
2008,Mangere,Labour Party,"SIO, Su'a Viliamu",12651,11201,1450
2008,Mangere,NZ Pacific Party,"FIELD, Taito Lemalu Phillip Hans",5525,4740,785
2008,Mangere,National Party,"HARRIS, Mita Whare",3368,3052,316
2008,Mangere,RAM - Residents Action Movement,"FOWLER, Roger Norman",154,137,17
2008,Mangere,United Future,"SOLOMON, Aaron Marcellin Selio",443,390,53
2008,Manukau East,ACT,"MURPHY, Lynette",693,607,86
2008,Manukau East,Communist League,"VERMUNT, Annalucia Maria",16,15,1
2008,Manukau East,Family Party,"PAPALI'I, Poutoa Pailate",648,544,104
2008,Manukau East,Green Party,"WYND, Donna",628,542,86
2008,Manukau East,Jim Anderton's Progressive,"BARNARD, Trevor Lance",333,297,36
2008,Manukau East,Kiwi Party,"STITT, Kevin Eric",155,132,23
2008,Manukau East,Labour Party,"ROBERTSON, Harold Valentine Ross",17254,15118,2136
2008,Manukau East,NZ Pacific Party,"LEAVASA, Tevaga Sione",1406,1134,272
2008,Manukau East,National Party,"BAKSHI, Kanwaljit Singh",4809,4223,586
2008,Manukau East,United Future,"HEAD, Manogi Turua",112,96,16
2008,Manukau East,Workers Party,"WHITMORE, Daphna Kaye",55,50,5
2008,Manurewa,ACT,"BAILEY, Michael James",879,782,97
2008,Manurewa,Family Party,"LEWIS, Richard Charles",514,439,75
2008,Manurewa,Green Party,"JOHNSON, Alan Michael",963,844,119
2008,Manurewa,Jim Anderton's Progressive,"BAINS, Sukhdev Singh",263,228,35
2008,Manurewa,Kiwi Party,"KHAN, Amjad Javed",92,84,8
2008,Manurewa,Labour Party,"HAWKINS, George Warren",13511,11716,1795
2008,Manurewa,NZ First,"HALL, John Harold",707,638,69
2008,Manurewa,NZ Pacific Party,"VITALE, Vui Muliagatele Kelemete Sapolu",1138,923,215
2008,Manurewa,National Party,"CALDER, Campbell Gordon",6785,6050,735
2008,Manurewa,United Future,"STOWERS, James Amando Alfred",185,173,12
2008,Maungakiekie,ACT,"McQUILKAN, William Athol",969,790,179
2008,Maungakiekie,Communist League,"BROWN, Patrick James",58,52,6
2008,Maungakiekie,Green Party,"BROUGHTON, David Peter",1639,1336,303
2008,Maungakiekie,Jim Anderton's Progressive,"ROBSON, Matthew Peter",756,671,85
2008,Maungakiekie,Kiwi Party,"OGILVY, Bernard James",173,144,29
2008,Maungakiekie,Labour Party,"BEAUMONT, Carol Ann",13549,11690,1859
2008,Maungakiekie,NZ First,"LOLE-TAYLOR, Le-Aufa'amulia Asenati",630,528,102
2008,Maungakiekie,NZ Pacific Party,"JONES, Darren",246,198,48
2008,Maungakiekie,National Party,"LOTU-IIGA, Peseta Samuela Masunu",15491,13536,1955
2008,Maungakiekie,RAM - Residents Action Movement,"BLADE, Elliott Reece",85,71,14
2008,Maungakiekie,United Future,"KRUM, Denise Adrienne",413,353,60
2008,Mt Albert,ACT,"McCABE, Kathleen Patricia Louise",1392,1162,230
2008,Mt Albert,Green Party,"CARAPIET, Jonathan Michael",2019,1601,418
2008,Mt Albert,Human Rights Party,"van den HEUVEL, Anthony Joseph James",87,68,19
2008,Mt Albert,Kiwi Party,"DAWSON, Christian Richard",249,201,48
2008,Mt Albert,Labour Party,"CLARK, Helen Elizabeth",20157,17148,3009
2008,Mt Albert,NZ Pacific Party,"SIILATA, Milo",234,194,40
2008,Mt Albert,National Party,"MUSUKU, Ravi Kumar",9806,8510,1296
2008,Mt Albert,The Republic of NZ Party,"LLEWELL, David Rex",53,44,9
2008,Mt Roskill,ACT,"TAN, Shawn Wei-Xiang",718,634,84
2008,Mt Roskill,Green Party,"ER, Lisa Elizabeth",1086,865,221
2008,Mt Roskill,Jim Anderton's Progressive,"AMIRAPU, Sukerna",155,136,19
2008,Mt Roskill,Kiwi Party,"REBELLO, Joseph",310,269,41
2008,Mt Roskill,Labour Party,"GOFF, Philip Bruce",18615,16249,2366
2008,Mt Roskill,National Party,"BLUE, Jacqueline Diane",12197,10752,1445
2008,Mt Roskill,RAM - Residents Action Movement,"LAWLESS, Daphne Antonia",67,60,7
2008,Mt Roskill,United Future,"WILSON, Neville Jerome",211,182,29
2008,Napier,ACT,"ORMOND, John Davies",428,388,40
2008,Napier,Green Party,"STANSFIELD, Brett Thomas",1801,1590,211
2008,Napier,Labour Party,"FAIRBROTHER, Elwin Russell",11880,10824,1056
2008,Napier,National Party,"TREMAIN, Christopher James",20898,19147,1751
2008,Nelson,ACT,"HUFFLETT, Paul Charles",306,271,35
2008,Nelson,Green Party,"MELLOR, Diana Margaret",2605,2184,421
2008,Nelson,Kiwi Party,"WESTLEY, Robin Keith",312,279,33
2008,Nelson,Labour Party,"STREET, Maryan",12000,10785,1215
2008,Nelson,National Party,"SMITH, Nicolas Rex",20471,18554,1917
2008,Nelson,United Future,"DEAL, Kelvin Clifford",138,126,12
2008,New Lynn,ACT,"TASKER, Michael Robert",1011,898,113
2008,New Lynn,Green Party,"DEWAR, Katherine Mary",2200,1864,336
2008,New Lynn,Jim Anderton's Progressive,"KAZEMI YAZDI, Seyed Mohammad",244,213,31
2008,New Lynn,Labour Party,"CUNLIFFE, David Richard",17331,14995,2336
2008,New Lynn,National Party,"GROSER, Timothy John",13306,11717,1589
2008,New Lynn,United Future,"DALGLEISH, Kerryanne Joy",330,288,42
2008,New Plymouth,ACT,"ALBERS, George Christopher",455,423,32
2008,New Plymouth,Independent,"KANE, Rusty",756,691,65
2008,New Plymouth,Labour Party,"DUYNHOVEN, Harry James",16434,15010,1424
2008,New Plymouth,Libertarianz,"WEBBER, Michael St George",141,118,23
2008,New Plymouth,National Party,"YOUNG, Jonathan Edgar Joseph",16539,15294,1245
2008,North Shore,ACT,"BOSCAWEN, John Spencer",1528,1383,145
2008,North Shore,Family Party,"CLEARY, Louise",514,457,57
2008,North Shore,Green Party,"WATSON, Pieter Rowley Burgess",2389,2019,370
2008,North Shore,Labour Party,"TWYFORD, Philip Stoner",9250,8224,1026
2008,North Shore,Libertarianz,"MURPHY, Michael Myles",94,77,17
2008,North Shore,NZ First,"GREGORY, Joseph Terrence",612,553,59
2008,North Shore,National Party,"MAPP, Wayne Daniel",23824,21329,2495
2008,North Shore,RAM - Residents Action Movement,"COOPER, Stephen Thomas",47,38,9
2008,North Shore,United Future,"LIGHT, Damian Francis",261,232,29
2008,Northcote,ACT,"KEARNEY, Nick",664,553,111
2008,Northcote,Family Party,"XU, Li Tao",549,481,68
2008,Northcote,Green Party,"ELLEY, Jeanette Susan",2046,1707,339
2008,Northcote,Jim Anderton's Progressive,"HILL, Brenda Louise",199,187,12
2008,Northcote,Kiwi Party,"McDONALD, Barry William",144,130,14
2008,Northcote,Labour Party,"McCRACKEN, Hamish Kennedy",10772,9628,1144
2008,Northcote,Libertarianz,"LINTON, Peter John",77,66,11
2008,Northcote,National Party,"COLEMAN, Jonathan David",20132,18157,1975
2008,Northcote,RAM - Residents Action Movement,"DOHERTY, Benjamin Louis Vincent",60,52,8
2008,Northcote,United Future,"DROMGOOL, Steven John",143,121,22
2008,Northland,ACT,"WOOD, Alan Leonard",565,513,52
2008,Northland,Democrats for Social Credit,"WILSON, David Angus",171,159,12
2008,Northland,Family Party,"TAYLOR, Melanie Jane",319,292,27
2008,Northland,Green Party,"LEIDING, Kurt-Martin",2311,2027,284
2008,Northland,Kiwi Party,"SHAW, Michael William",381,358,23
2008,Northland,Labour Party,"JONES, Shane Geoffrey",9835,8975,860
2008,Northland,National Party,"CARTER, John McGregor",19889,18350,1539
2008,Northland,United Future,"JOHNSON, Philip Alan",162,152,10
2008,Ohariu,ACT,"du PLESSIS, Colin John",487,440,47
2008,Ohariu,Alliance,"BUCHANAN, Kelly Juliet",111,91,20
2008,Ohariu,Aotearoa Legalise Cannabis Party,"BRUCE, Daniel Antonio",330,268,62
2008,Ohariu,Green Party,"HUGHES, Gareth Thomas Llewelyn",2665,2223,442
2008,Ohariu,Kiwi Party,"SISON, Joel",522,475,47
2008,Ohariu,Labour Party,"CHAUVEL, Charles Pierre",11297,10025,1272
2008,Ohariu,National Party,"SHANKS, Katrina May",10009,8758,1251
2008,Ohariu,United Future,"DUNNE, Peter Francis",12303,11183,1120
2008,Otaki,ACT,"McCAFFREY, Peter Edward",210,181,29
2008,Otaki,Green Party,"KEBBELL, James Edward",1029,860,169
2008,Otaki,Jim Anderton's Progressive,"PAGANI, Josephine Jefcoate",221,197,24
2008,Otaki,Labour Party,"HUGHES, Darren Colyn",17531,15799,1732
2008,Otaki,NZ First,"SCOTT, David John",778,691,87
2008,Otaki,National Party,"GUY, Allen Nathan",18885,17275,1610
2008,Otaki,United Future,"BROWN, Diane Margaret",148,130,18
2008,Pakuranga,ACT,"JOLLANDS, Andrew",2205,2047,158
2008,Pakuranga,Green Party,"DORNER, Zachary James Moar",1480,1267,213
2008,Pakuranga,Jim Anderton's Progressive,"LY, Ngov Jeffrey",354,324,30
2008,Pakuranga,Kiwi Party,"HILDER, Brian Desmond",252,231,21
2008,Pakuranga,Labour Party,"KELLY, Brian",7524,6776,748
2008,Pakuranga,NZ First,"PARAONE, Rewiti Pomare Kingi",1146,1009,137
2008,Pakuranga,National Party,"WILLIAMSON, Maurice Donald",21430,19345,2085
2008,Pakuranga,United Future,"TODD, Quentin Gregory",409,378,31
2008,Palmerston North,ACT,"DITTMER, Kevin John",420,377,43
2008,Palmerston North,Green Party,"O'HALLORAN, Lawrence John",1509,1275,234
2008,Palmerston North,Independent,"SETON, Grant Roderick",107,97,10
2008,Palmerston North,Independent,"CHATHA, Arshad Mahmood",74,66,8
2008,Palmerston North,Jim Anderton's Progressive,"LUCAS, Debbie Ann",261,224,37
2008,Palmerston North,Labour Party,"LEES-GALLOWAY, Iain Francis",15977,14484,1493
2008,Palmerston North,NZ First,"ODERING, Graham Edward",658,582,76
2008,Palmerston North,National Party,"PLIMMER, Malcolm Ross",14860,13443,1417
2008,Palmerston North,United Future,"OWEN, Francis Charles Trainor",259,238,21
