year,electorate,party,ordinary_special,before_onday,local_overseas,votes
2014,Ikaroa-Rawhiti,NZ Independent Coalition,special,advanced,local,0
2014,Ikaroa-Rawhiti,NZ Independent Coalition,special,normal,local,0
2014,Ikaroa-Rawhiti,NZ Independent Coalition,special,advanced,overseas,0
2014,Ikaroa-Rawhiti,The Civilian Party,ordinary,normal,local,1
2014,Ikaroa-Rawhiti,The Civilian Party,ordinary,advanced,local,0
2014,Ikaroa-Rawhiti,The Civilian Party,special,advanced,local,0
2014,Ikaroa-Rawhiti,The Civilian Party,special,normal,local,1
2014,Ikaroa-Rawhiti,The Civilian Party,special,advanced,overseas,0
2014,Ikaroa-Rawhiti,United Future,ordinary,normal,local,4
2014,Ikaroa-Rawhiti,United Future,ordinary,advanced,local,2
2014,Ikaroa-Rawhiti,United Future,special,advanced,local,0
2014,Ikaroa-Rawhiti,United Future,special,normal,local,0
2014,Ikaroa-Rawhiti,United Future,special,advanced,overseas,0
2014,Tamaki Makaurau,ACT,ordinary,normal,local,20
2014,Tamaki Makaurau,ACT,ordinary,advanced,local,12
2014,Tamaki Makaurau,ACT,special,advanced,local,0
2014,Tamaki Makaurau,ACT,special,normal,local,6
2014,Tamaki Makaurau,ACT,special,advanced,overseas,1
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,ordinary,normal,local,110
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,44
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,special,advanced,local,8
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,special,normal,local,38
2014,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2014,Tamaki Makaurau,Ban1080,ordinary,normal,local,3
2014,Tamaki Makaurau,Ban1080,ordinary,advanced,local,1
2014,Tamaki Makaurau,Ban1080,special,advanced,local,0
2014,Tamaki Makaurau,Ban1080,special,normal,local,1
2014,Tamaki Makaurau,Ban1080,special,advanced,overseas,0
2014,Tamaki Makaurau,Conservative,ordinary,normal,local,87
2014,Tamaki Makaurau,Conservative,ordinary,advanced,local,32
2014,Tamaki Makaurau,Conservative,special,advanced,local,1
2014,Tamaki Makaurau,Conservative,special,normal,local,8
2014,Tamaki Makaurau,Conservative,special,advanced,overseas,0
2014,Tamaki Makaurau,Democrats for Social Credit,ordinary,normal,local,0
2014,Tamaki Makaurau,Democrats for Social Credit,ordinary,advanced,local,1
2014,Tamaki Makaurau,Democrats for Social Credit,special,advanced,local,0
2014,Tamaki Makaurau,Democrats for Social Credit,special,normal,local,0
2014,Tamaki Makaurau,Democrats for Social Credit,special,advanced,overseas,0
2014,Tamaki Makaurau,Focus NZ,ordinary,normal,local,3
2014,Tamaki Makaurau,Focus NZ,ordinary,advanced,local,3
2014,Tamaki Makaurau,Focus NZ,special,advanced,local,0
2014,Tamaki Makaurau,Focus NZ,special,normal,local,0
2014,Tamaki Makaurau,Focus NZ,special,advanced,overseas,0
2014,Tamaki Makaurau,Green Party,ordinary,normal,local,1366
2014,Tamaki Makaurau,Green Party,ordinary,advanced,local,575
2014,Tamaki Makaurau,Green Party,special,advanced,local,85
2014,Tamaki Makaurau,Green Party,special,normal,local,346
2014,Tamaki Makaurau,Green Party,special,advanced,overseas,66
2014,Tamaki Makaurau,Internet MANA,ordinary,normal,local,1013
2014,Tamaki Makaurau,Internet MANA,ordinary,advanced,local,693
2014,Tamaki Makaurau,Internet MANA,special,advanced,local,127
2014,Tamaki Makaurau,Internet MANA,special,normal,local,361
2014,Tamaki Makaurau,Internet MANA,special,advanced,overseas,40
2014,Tamaki Makaurau,Labour Party,ordinary,normal,local,4655
2014,Tamaki Makaurau,Labour Party,ordinary,advanced,local,2278
2014,Tamaki Makaurau,Labour Party,special,advanced,local,258
2014,Tamaki Makaurau,Labour Party,special,normal,local,1170
2014,Tamaki Makaurau,Labour Party,special,advanced,overseas,71
2014,Tamaki Makaurau,Maori Party,ordinary,normal,local,1424
2014,Tamaki Makaurau,Maori Party,ordinary,advanced,local,789
2014,Tamaki Makaurau,Maori Party,special,advanced,local,93
2014,Tamaki Makaurau,Maori Party,special,normal,local,320
2014,Tamaki Makaurau,Maori Party,special,advanced,overseas,25
2014,Tamaki Makaurau,National Party,ordinary,normal,local,989
2014,Tamaki Makaurau,National Party,ordinary,advanced,local,312
2014,Tamaki Makaurau,National Party,special,advanced,local,28
2014,Tamaki Makaurau,National Party,special,normal,local,220
2014,Tamaki Makaurau,National Party,special,advanced,overseas,26
2014,Tamaki Makaurau,NZ First,ordinary,normal,local,1743
2014,Tamaki Makaurau,NZ First,ordinary,advanced,local,739
2014,Tamaki Makaurau,NZ First,special,advanced,local,83
2014,Tamaki Makaurau,NZ First,special,normal,local,335
2014,Tamaki Makaurau,NZ First,special,advanced,overseas,14
2014,Tamaki Makaurau,NZ Independent Coalition,ordinary,normal,local,3
2014,Tamaki Makaurau,NZ Independent Coalition,ordinary,advanced,local,0
2014,Tamaki Makaurau,NZ Independent Coalition,special,advanced,local,1
2014,Tamaki Makaurau,NZ Independent Coalition,special,normal,local,0
2014,Tamaki Makaurau,NZ Independent Coalition,special,advanced,overseas,0
2014,Tamaki Makaurau,The Civilian Party,ordinary,normal,local,0
2014,Tamaki Makaurau,The Civilian Party,ordinary,advanced,local,0
2014,Tamaki Makaurau,The Civilian Party,special,advanced,local,0
2014,Tamaki Makaurau,The Civilian Party,special,normal,local,1
2014,Tamaki Makaurau,The Civilian Party,special,advanced,overseas,0
2014,Tamaki Makaurau,United Future,ordinary,normal,local,9
2014,Tamaki Makaurau,United Future,ordinary,advanced,local,6
2014,Tamaki Makaurau,United Future,special,advanced,local,0
2014,Tamaki Makaurau,United Future,special,normal,local,1
2014,Tamaki Makaurau,United Future,special,advanced,overseas,0
2014,Te Tai Hauauru,ACT,ordinary,normal,local,17
2014,Te Tai Hauauru,ACT,ordinary,advanced,local,6
2014,Te Tai Hauauru,ACT,special,advanced,local,0
2014,Te Tai Hauauru,ACT,special,normal,local,4
2014,Te Tai Hauauru,ACT,special,advanced,overseas,0
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,ordinary,normal,local,156
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,51
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,special,advanced,local,24
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,special,normal,local,49
2014,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2014,Te Tai Hauauru,Ban1080,ordinary,normal,local,31
2014,Te Tai Hauauru,Ban1080,ordinary,advanced,local,9
2014,Te Tai Hauauru,Ban1080,special,advanced,local,2
2014,Te Tai Hauauru,Ban1080,special,normal,local,1
2014,Te Tai Hauauru,Ban1080,special,advanced,overseas,0
2014,Te Tai Hauauru,Conservative,ordinary,normal,local,77
2014,Te Tai Hauauru,Conservative,ordinary,advanced,local,24
2014,Te Tai Hauauru,Conservative,special,advanced,local,3
2014,Te Tai Hauauru,Conservative,special,normal,local,11
2014,Te Tai Hauauru,Conservative,special,advanced,overseas,1
2014,Te Tai Hauauru,Democrats for Social Credit,ordinary,normal,local,2
2014,Te Tai Hauauru,Democrats for Social Credit,ordinary,advanced,local,0
2014,Te Tai Hauauru,Democrats for Social Credit,special,advanced,local,1
2014,Te Tai Hauauru,Democrats for Social Credit,special,normal,local,0
2014,Te Tai Hauauru,Democrats for Social Credit,special,advanced,overseas,0
2014,Te Tai Hauauru,Focus NZ,ordinary,normal,local,1
2014,Te Tai Hauauru,Focus NZ,ordinary,advanced,local,0
2014,Te Tai Hauauru,Focus NZ,special,advanced,local,0
2014,Te Tai Hauauru,Focus NZ,special,normal,local,0
2014,Te Tai Hauauru,Focus NZ,special,advanced,overseas,0
2014,Te Tai Hauauru,Green Party,ordinary,normal,local,1356
2014,Te Tai Hauauru,Green Party,ordinary,advanced,local,633
2014,Te Tai Hauauru,Green Party,special,advanced,local,118
2014,Te Tai Hauauru,Green Party,special,normal,local,290
2014,Te Tai Hauauru,Green Party,special,advanced,overseas,45
2014,Te Tai Hauauru,Internet MANA,ordinary,normal,local,681
2014,Te Tai Hauauru,Internet MANA,ordinary,advanced,local,435
2014,Te Tai Hauauru,Internet MANA,special,advanced,local,101
2014,Te Tai Hauauru,Internet MANA,special,normal,local,154
2014,Te Tai Hauauru,Internet MANA,special,advanced,overseas,24
2014,Te Tai Hauauru,Labour Party,ordinary,normal,local,5190
2014,Te Tai Hauauru,Labour Party,ordinary,advanced,local,2089
2014,Te Tai Hauauru,Labour Party,special,advanced,local,348
2014,Te Tai Hauauru,Labour Party,special,normal,local,965
2014,Te Tai Hauauru,Labour Party,special,advanced,overseas,50
2014,Te Tai Hauauru,Maori Party,ordinary,normal,local,2094
2014,Te Tai Hauauru,Maori Party,ordinary,advanced,local,1017
2014,Te Tai Hauauru,Maori Party,special,advanced,local,160
2014,Te Tai Hauauru,Maori Party,special,normal,local,306
2014,Te Tai Hauauru,Maori Party,special,advanced,overseas,34
2014,Te Tai Hauauru,National Party,ordinary,normal,local,938
2014,Te Tai Hauauru,National Party,ordinary,advanced,local,333
2014,Te Tai Hauauru,National Party,special,advanced,local,37
2014,Te Tai Hauauru,National Party,special,normal,local,136
2014,Te Tai Hauauru,National Party,special,advanced,overseas,12
2014,Te Tai Hauauru,NZ First,ordinary,normal,local,1485
2014,Te Tai Hauauru,NZ First,ordinary,advanced,local,640
2014,Te Tai Hauauru,NZ First,special,advanced,local,64
2014,Te Tai Hauauru,NZ First,special,normal,local,215
2014,Te Tai Hauauru,NZ First,special,advanced,overseas,8
2014,Te Tai Hauauru,NZ Independent Coalition,ordinary,normal,local,9
2014,Te Tai Hauauru,NZ Independent Coalition,ordinary,advanced,local,4
2014,Te Tai Hauauru,NZ Independent Coalition,special,advanced,local,1
2014,Te Tai Hauauru,NZ Independent Coalition,special,normal,local,1
2014,Te Tai Hauauru,NZ Independent Coalition,special,advanced,overseas,0
2014,Te Tai Hauauru,The Civilian Party,ordinary,normal,local,4
2014,Te Tai Hauauru,The Civilian Party,ordinary,advanced,local,1
2014,Te Tai Hauauru,The Civilian Party,special,advanced,local,1
2014,Te Tai Hauauru,The Civilian Party,special,normal,local,0
2014,Te Tai Hauauru,The Civilian Party,special,advanced,overseas,0
2014,Te Tai Hauauru,United Future,ordinary,normal,local,8
2014,Te Tai Hauauru,United Future,ordinary,advanced,local,4
2014,Te Tai Hauauru,United Future,special,advanced,local,3
2014,Te Tai Hauauru,United Future,special,normal,local,0
2014,Te Tai Hauauru,United Future,special,advanced,overseas,0
2014,Te Tai Tokerau,ACT,ordinary,normal,local,19
2014,Te Tai Tokerau,ACT,ordinary,advanced,local,11
2014,Te Tai Tokerau,ACT,special,advanced,local,3
2014,Te Tai Tokerau,ACT,special,normal,local,4
2014,Te Tai Tokerau,ACT,special,advanced,overseas,0
2014,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,ordinary,normal,local,153
2014,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,35
2014,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,special,advanced,local,15
2014,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,special,normal,local,51
2014,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2014,Te Tai Tokerau,Ban1080,ordinary,normal,local,14
2014,Te Tai Tokerau,Ban1080,ordinary,advanced,local,0
2014,Te Tai Tokerau,Ban1080,special,advanced,local,0
2014,Te Tai Tokerau,Ban1080,special,normal,local,5
2014,Te Tai Tokerau,Ban1080,special,advanced,overseas,0
2014,Te Tai Tokerau,Conservative,ordinary,normal,local,97
2014,Te Tai Tokerau,Conservative,ordinary,advanced,local,39
2014,Te Tai Tokerau,Conservative,special,advanced,local,4
2014,Te Tai Tokerau,Conservative,special,normal,local,13
2014,Te Tai Tokerau,Conservative,special,advanced,overseas,1
2014,Te Tai Tokerau,Democrats for Social Credit,ordinary,normal,local,10
2014,Te Tai Tokerau,Democrats for Social Credit,ordinary,advanced,local,0
2014,Te Tai Tokerau,Democrats for Social Credit,special,advanced,local,1
2014,Te Tai Tokerau,Democrats for Social Credit,special,normal,local,0
2014,Te Tai Tokerau,Democrats for Social Credit,special,advanced,overseas,0
2014,Te Tai Tokerau,Focus NZ,ordinary,normal,local,24
2014,Te Tai Tokerau,Focus NZ,ordinary,advanced,local,14
2014,Te Tai Tokerau,Focus NZ,special,advanced,local,1
2014,Te Tai Tokerau,Focus NZ,special,normal,local,6
2014,Te Tai Tokerau,Focus NZ,special,advanced,overseas,0
2014,Te Tai Tokerau,Green Party,ordinary,normal,local,1350
2014,Te Tai Tokerau,Green Party,ordinary,advanced,local,473
2014,Te Tai Tokerau,Green Party,special,advanced,local,113
2014,Te Tai Tokerau,Green Party,special,normal,local,307
2014,Te Tai Tokerau,Green Party,special,advanced,overseas,35
2014,Te Tai Tokerau,Internet MANA,ordinary,normal,local,2007
2014,Te Tai Tokerau,Internet MANA,ordinary,advanced,local,1323
2014,Te Tai Tokerau,Internet MANA,special,advanced,local,358
2014,Te Tai Tokerau,Internet MANA,special,normal,local,516
2014,Te Tai Tokerau,Internet MANA,special,advanced,overseas,42
2014,Te Tai Tokerau,Labour Party,ordinary,normal,local,5055
2014,Te Tai Tokerau,Labour Party,ordinary,advanced,local,1588
2014,Te Tai Tokerau,Labour Party,special,advanced,local,317
2014,Te Tai Tokerau,Labour Party,special,normal,local,1016
2014,Te Tai Tokerau,Labour Party,special,advanced,overseas,58
2014,Te Tai Tokerau,Maori Party,ordinary,normal,local,1338
2014,Te Tai Tokerau,Maori Party,ordinary,advanced,local,544
2014,Te Tai Tokerau,Maori Party,special,advanced,local,115
2014,Te Tai Tokerau,Maori Party,special,normal,local,281
2014,Te Tai Tokerau,Maori Party,special,advanced,overseas,22
2014,Te Tai Tokerau,National Party,ordinary,normal,local,1306
2014,Te Tai Tokerau,National Party,ordinary,advanced,local,377
2014,Te Tai Tokerau,National Party,special,advanced,local,37
2014,Te Tai Tokerau,National Party,special,normal,local,195
2014,Te Tai Tokerau,National Party,special,advanced,overseas,23
2014,Te Tai Tokerau,NZ First,ordinary,normal,local,2181
2014,Te Tai Tokerau,NZ First,ordinary,advanced,local,656
2014,Te Tai Tokerau,NZ First,special,advanced,local,90
2014,Te Tai Tokerau,NZ First,special,normal,local,349
2014,Te Tai Tokerau,NZ First,special,advanced,overseas,20
2014,Te Tai Tokerau,NZ Independent Coalition,ordinary,normal,local,10
2014,Te Tai Tokerau,NZ Independent Coalition,ordinary,advanced,local,2
2014,Te Tai Tokerau,NZ Independent Coalition,special,advanced,local,0
2014,Te Tai Tokerau,NZ Independent Coalition,special,normal,local,4
2014,Te Tai Tokerau,NZ Independent Coalition,special,advanced,overseas,0
2014,Te Tai Tokerau,The Civilian Party,ordinary,normal,local,4
2014,Te Tai Tokerau,The Civilian Party,ordinary,advanced,local,1
2014,Te Tai Tokerau,The Civilian Party,special,advanced,local,0
2014,Te Tai Tokerau,The Civilian Party,special,normal,local,0
2014,Te Tai Tokerau,The Civilian Party,special,advanced,overseas,0
2014,Te Tai Tokerau,United Future,ordinary,normal,local,15
2014,Te Tai Tokerau,United Future,ordinary,advanced,local,0
2014,Te Tai Tokerau,United Future,special,advanced,local,2
2014,Te Tai Tokerau,United Future,special,normal,local,1
2014,Te Tai Tokerau,United Future,special,advanced,overseas,0
2014,Te Tai Tonga,ACT,ordinary,normal,local,18
2014,Te Tai Tonga,ACT,ordinary,advanced,local,10
2014,Te Tai Tonga,ACT,special,advanced,local,1
2014,Te Tai Tonga,ACT,special,normal,local,5
2014,Te Tai Tonga,ACT,special,advanced,overseas,1
2014,Te Tai Tonga,Aotearoa Legalise Cannabis Party,ordinary,normal,local,169
2014,Te Tai Tonga,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,56
2014,Te Tai Tonga,Aotearoa Legalise Cannabis Party,special,advanced,local,13
2014,Te Tai Tonga,Aotearoa Legalise Cannabis Party,special,normal,local,43
2014,Te Tai Tonga,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2014,Te Tai Tonga,Ban1080,ordinary,normal,local,65
2014,Te Tai Tonga,Ban1080,ordinary,advanced,local,18
2014,Te Tai Tonga,Ban1080,special,advanced,local,3
2014,Te Tai Tonga,Ban1080,special,normal,local,13
2014,Te Tai Tonga,Ban1080,special,advanced,overseas,0
2014,Te Tai Tonga,Conservative,ordinary,normal,local,89
2014,Te Tai Tonga,Conservative,ordinary,advanced,local,44
2014,Te Tai Tonga,Conservative,special,advanced,local,3
2014,Te Tai Tonga,Conservative,special,normal,local,15
2014,Te Tai Tonga,Conservative,special,advanced,overseas,2
2014,Te Tai Tonga,Democrats for Social Credit,ordinary,normal,local,12
2014,Te Tai Tonga,Democrats for Social Credit,ordinary,advanced,local,3
2014,Te Tai Tonga,Democrats for Social Credit,special,advanced,local,0
2014,Te Tai Tonga,Democrats for Social Credit,special,normal,local,0
2014,Te Tai Tonga,Democrats for Social Credit,special,advanced,overseas,0
2014,Te Tai Tonga,Focus NZ,ordinary,normal,local,2
2014,Te Tai Tonga,Focus NZ,ordinary,advanced,local,0
2014,Te Tai Tonga,Focus NZ,special,advanced,local,0
2014,Te Tai Tonga,Focus NZ,special,normal,local,1
2014,Te Tai Tonga,Focus NZ,special,advanced,overseas,0
2014,Te Tai Tonga,Green Party,ordinary,normal,local,1926
2014,Te Tai Tonga,Green Party,ordinary,advanced,local,879
2014,Te Tai Tonga,Green Party,special,advanced,local,104
2014,Te Tai Tonga,Green Party,special,normal,local,409
2014,Te Tai Tonga,Green Party,special,advanced,overseas,84
2014,Te Tai Tonga,Internet MANA,ordinary,normal,local,515
2014,Te Tai Tonga,Internet MANA,ordinary,advanced,local,291
2014,Te Tai Tonga,Internet MANA,special,advanced,local,52
2014,Te Tai Tonga,Internet MANA,special,normal,local,149
2014,Te Tai Tonga,Internet MANA,special,advanced,overseas,14
2014,Te Tai Tonga,Labour Party,ordinary,normal,local,4872
2014,Te Tai Tonga,Labour Party,ordinary,advanced,local,1714
2014,Te Tai Tonga,Labour Party,special,advanced,local,205
2014,Te Tai Tonga,Labour Party,special,normal,local,745
2014,Te Tai Tonga,Labour Party,special,advanced,overseas,71
2014,Te Tai Tonga,Maori Party,ordinary,normal,local,1354
2014,Te Tai Tonga,Maori Party,ordinary,advanced,local,611
2014,Te Tai Tonga,Maori Party,special,advanced,local,87
2014,Te Tai Tonga,Maori Party,special,normal,local,246
2014,Te Tai Tonga,Maori Party,special,advanced,overseas,21
2014,Te Tai Tonga,National Party,ordinary,normal,local,2039
2014,Te Tai Tonga,National Party,ordinary,advanced,local,612
2014,Te Tai Tonga,National Party,special,advanced,local,52
2014,Te Tai Tonga,National Party,special,normal,local,244
2014,Te Tai Tonga,National Party,special,advanced,overseas,30
2014,Te Tai Tonga,NZ First,ordinary,normal,local,1817
2014,Te Tai Tonga,NZ First,ordinary,advanced,local,546
2014,Te Tai Tonga,NZ First,special,advanced,local,39
2014,Te Tai Tonga,NZ First,special,normal,local,243
2014,Te Tai Tonga,NZ First,special,advanced,overseas,12
2014,Te Tai Tonga,NZ Independent Coalition,ordinary,normal,local,3
2014,Te Tai Tonga,NZ Independent Coalition,ordinary,advanced,local,2
2014,Te Tai Tonga,NZ Independent Coalition,special,advanced,local,2
2014,Te Tai Tonga,NZ Independent Coalition,special,normal,local,1
2014,Te Tai Tonga,NZ Independent Coalition,special,advanced,overseas,0
2014,Te Tai Tonga,The Civilian Party,ordinary,normal,local,6
2014,Te Tai Tonga,The Civilian Party,ordinary,advanced,local,0
2014,Te Tai Tonga,The Civilian Party,special,advanced,local,0
2014,Te Tai Tonga,The Civilian Party,special,normal,local,3
2014,Te Tai Tonga,The Civilian Party,special,advanced,overseas,0
2014,Te Tai Tonga,United Future,ordinary,normal,local,11
2014,Te Tai Tonga,United Future,ordinary,advanced,local,4
2014,Te Tai Tonga,United Future,special,advanced,local,1
2014,Te Tai Tonga,United Future,special,normal,local,2
2014,Te Tai Tonga,United Future,special,advanced,overseas,0
2014,Waiariki,ACT,ordinary,normal,local,8
2014,Waiariki,ACT,ordinary,advanced,local,6
2014,Waiariki,ACT,special,advanced,local,3
2014,Waiariki,ACT,special,normal,local,0
2014,Waiariki,ACT,special,advanced,overseas,0
2014,Waiariki,Aotearoa Legalise Cannabis Party,ordinary,normal,local,147
2014,Waiariki,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,37
2014,Waiariki,Aotearoa Legalise Cannabis Party,special,advanced,local,11
2014,Waiariki,Aotearoa Legalise Cannabis Party,special,normal,local,26
2014,Waiariki,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2014,Waiariki,Ban1080,ordinary,normal,local,41
2014,Waiariki,Ban1080,ordinary,advanced,local,13
2014,Waiariki,Ban1080,special,advanced,local,4
2014,Waiariki,Ban1080,special,normal,local,12
2014,Waiariki,Ban1080,special,advanced,overseas,0
2014,Waiariki,Conservative,ordinary,normal,local,52
2014,Waiariki,Conservative,ordinary,advanced,local,18
2014,Waiariki,Conservative,special,advanced,local,1
2014,Waiariki,Conservative,special,normal,local,7
2014,Waiariki,Conservative,special,advanced,overseas,0
2014,Waiariki,Democrats for Social Credit,ordinary,normal,local,2
2014,Waiariki,Democrats for Social Credit,ordinary,advanced,local,0
2014,Waiariki,Democrats for Social Credit,special,advanced,local,0
2014,Waiariki,Democrats for Social Credit,special,normal,local,0
2014,Waiariki,Democrats for Social Credit,special,advanced,overseas,0
2014,Waiariki,Focus NZ,ordinary,normal,local,5
2014,Waiariki,Focus NZ,ordinary,advanced,local,3
2014,Waiariki,Focus NZ,special,advanced,local,0
2014,Waiariki,Focus NZ,special,normal,local,0
2014,Waiariki,Focus NZ,special,advanced,overseas,0
2014,Waiariki,Green Party,ordinary,normal,local,1058
2014,Waiariki,Green Party,ordinary,advanced,local,426
2014,Waiariki,Green Party,special,advanced,local,74
2014,Waiariki,Green Party,special,normal,local,207
2014,Waiariki,Green Party,special,advanced,overseas,22
2014,Waiariki,Internet MANA,ordinary,normal,local,1305
2014,Waiariki,Internet MANA,ordinary,advanced,local,776
2014,Waiariki,Internet MANA,special,advanced,local,139
2014,Waiariki,Internet MANA,special,normal,local,254
2014,Waiariki,Internet MANA,special,advanced,overseas,50
2014,Waiariki,Labour Party,ordinary,normal,local,5337
2014,Waiariki,Labour Party,ordinary,advanced,local,2109
2014,Waiariki,Labour Party,special,advanced,local,270
2014,Waiariki,Labour Party,special,normal,local,821
2014,Waiariki,Labour Party,special,advanced,overseas,58
2014,Waiariki,Maori Party,ordinary,normal,local,2676
2014,Waiariki,Maori Party,ordinary,advanced,local,1532
2014,Waiariki,Maori Party,special,advanced,local,174
2014,Waiariki,Maori Party,special,normal,local,443
2014,Waiariki,Maori Party,special,advanced,overseas,55
2014,Waiariki,National Party,ordinary,normal,local,697
2014,Waiariki,National Party,ordinary,advanced,local,293
2014,Waiariki,National Party,special,advanced,local,29
2014,Waiariki,National Party,special,normal,local,95
2014,Waiariki,National Party,special,advanced,overseas,6
2014,Waiariki,NZ First,ordinary,normal,local,1786
2014,Waiariki,NZ First,ordinary,advanced,local,709
2014,Waiariki,NZ First,special,advanced,local,67
2014,Waiariki,NZ First,special,normal,local,234
2014,Waiariki,NZ First,special,advanced,overseas,13
2014,Waiariki,NZ Independent Coalition,ordinary,normal,local,27
2014,Waiariki,NZ Independent Coalition,ordinary,advanced,local,13
2014,Waiariki,NZ Independent Coalition,special,advanced,local,0
2014,Waiariki,NZ Independent Coalition,special,normal,local,1
2014,Waiariki,NZ Independent Coalition,special,advanced,overseas,0
2014,Waiariki,The Civilian Party,ordinary,normal,local,4
2014,Waiariki,The Civilian Party,ordinary,advanced,local,1
2014,Waiariki,The Civilian Party,special,advanced,local,0
2014,Waiariki,The Civilian Party,special,normal,local,0
2014,Waiariki,The Civilian Party,special,advanced,overseas,0
2014,Waiariki,United Future,ordinary,normal,local,5
2014,Waiariki,United Future,ordinary,advanced,local,5
2014,Waiariki,United Future,special,advanced,local,0
2014,Waiariki,United Future,special,normal,local,1
2014,Waiariki,United Future,special,advanced,overseas,0
2011,Auckland Central,ACT,ordinary,normal,local,251
2011,Auckland Central,ACT,ordinary,advanced,local,58
2011,Auckland Central,ACT,special,advanced,local,14
2011,Auckland Central,ACT,special,normal,local,65
2011,Auckland Central,ACT,special,advanced,overseas,16
2011,Auckland Central,Alliance,ordinary,normal,local,9
2011,Auckland Central,Alliance,ordinary,advanced,local,1
2011,Auckland Central,Alliance,special,advanced,local,0
2011,Auckland Central,Alliance,special,normal,local,0
2011,Auckland Central,Alliance,special,advanced,overseas,0
2011,Auckland Central,Aotearoa Legalise Cannabis Party,ordinary,normal,local,100
2011,Auckland Central,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,5
2011,Auckland Central,Aotearoa Legalise Cannabis Party,special,advanced,local,3
2011,Auckland Central,Aotearoa Legalise Cannabis Party,special,normal,local,34
2011,Auckland Central,Aotearoa Legalise Cannabis Party,special,advanced,overseas,4
2011,Auckland Central,Conservative,ordinary,normal,local,199
2011,Auckland Central,Conservative,ordinary,advanced,local,41
2011,Auckland Central,Conservative,special,advanced,local,9
2011,Auckland Central,Conservative,special,normal,local,30
2011,Auckland Central,Conservative,special,advanced,overseas,1
2011,Auckland Central,Democrats for Social Credit,ordinary,normal,local,5
2011,Auckland Central,Democrats for Social Credit,ordinary,advanced,local,0
2011,Auckland Central,Democrats for Social Credit,special,advanced,local,1
2011,Auckland Central,Democrats for Social Credit,special,normal,local,194
2011,Auckland Central,Democrats for Social Credit,special,advanced,overseas,2
2011,Auckland Central,Green Party,ordinary,normal,local,5144
2011,Auckland Central,Green Party,ordinary,advanced,local,899
2011,Auckland Central,Green Party,special,advanced,local,180
2011,Auckland Central,Green Party,special,normal,local,1262
2011,Auckland Central,Green Party,special,advanced,overseas,312
2011,Auckland Central,Labour Party,ordinary,normal,local,6135
2011,Auckland Central,Labour Party,ordinary,advanced,local,981
2011,Auckland Central,Labour Party,special,advanced,local,195
2011,Auckland Central,Labour Party,special,normal,local,1029
2011,Auckland Central,Labour Party,special,advanced,overseas,250
2011,Auckland Central,Libertarianz,ordinary,normal,local,20
2011,Auckland Central,Libertarianz,ordinary,advanced,local,4
2011,Auckland Central,Libertarianz,special,advanced,local,1
2011,Auckland Central,Libertarianz,special,normal,local,26
2011,Auckland Central,Libertarianz,special,advanced,overseas,2
2011,Auckland Central,Mana,ordinary,normal,local,155
2011,Auckland Central,Mana,ordinary,advanced,local,29
2011,Auckland Central,Mana,special,advanced,local,6
2011,Auckland Central,Mana,special,normal,local,40
2011,Auckland Central,Mana,special,advanced,overseas,7
2011,Auckland Central,Maori Party,ordinary,normal,local,141
2011,Auckland Central,Maori Party,ordinary,advanced,local,23
2011,Auckland Central,Maori Party,special,advanced,local,6
2011,Auckland Central,Maori Party,special,normal,local,386
2011,Auckland Central,Maori Party,special,advanced,overseas,6
2011,Auckland Central,National Party,ordinary,normal,local,9953
2011,Auckland Central,National Party,ordinary,advanced,local,1781
2011,Auckland Central,National Party,special,advanced,local,387
2011,Auckland Central,National Party,special,normal,local,1924
2011,Auckland Central,National Party,special,advanced,overseas,402
2011,Auckland Central,NZ First,ordinary,normal,local,1022
2011,Auckland Central,NZ First,ordinary,advanced,local,190
2011,Auckland Central,NZ First,special,advanced,local,36
2011,Auckland Central,NZ First,special,normal,local,145
2011,Auckland Central,NZ First,special,advanced,overseas,10
2011,Auckland Central,United Future,ordinary,normal,local,48
2011,Auckland Central,United Future,ordinary,advanced,local,12
2011,Auckland Central,United Future,special,advanced,local,2
2011,Auckland Central,United Future,special,normal,local,13
