year,electorate,party,ordinary_special,before_onday,local_overseas,votes
2005,Hamilton East,Aotearoa Legalise Cannabis Party,special,advanced,local,1
2005,Hamilton East,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2005,Hamilton East,Christian Heritage NZ,ordinary,normal,local,32
2005,Hamilton East,Christian Heritage NZ,special,normal,local,2
2005,Hamilton East,Christian Heritage NZ,ordinary,advanced,local,3
2005,Hamilton East,Christian Heritage NZ,special,advanced,local,0
2005,Hamilton East,Christian Heritage NZ,special,advanced,overseas,0
2005,Hamilton East,Democrats for Social Credit,ordinary,normal,local,12
2005,Hamilton East,Democrats for Social Credit,special,normal,local,1
2005,Hamilton East,Democrats for Social Credit,ordinary,advanced,local,1
2005,Hamilton East,Democrats for Social Credit,special,advanced,local,0
2005,Hamilton East,Democrats for Social Credit,special,advanced,overseas,1
2005,Hamilton East,Destiny NZ,ordinary,normal,local,83
2005,Hamilton East,Destiny NZ,special,normal,local,13
2005,Hamilton East,Destiny NZ,ordinary,advanced,local,9
2005,Hamilton East,Destiny NZ,special,advanced,local,2
2005,Hamilton East,Destiny NZ,special,advanced,overseas,2
2005,Hamilton East,Direct Democracy Party,ordinary,normal,local,5
2005,Hamilton East,Direct Democracy Party,special,normal,local,0
2005,Hamilton East,Direct Democracy Party,ordinary,advanced,local,0
2005,Hamilton East,Direct Democracy Party,special,advanced,local,0
2005,Hamilton East,Direct Democracy Party,special,advanced,overseas,0
2005,Hamilton East,Green Party,ordinary,normal,local,1707
2005,Hamilton East,Green Party,special,normal,local,200
2005,Hamilton East,Green Party,ordinary,advanced,local,121
2005,Hamilton East,Green Party,special,advanced,local,11
2005,Hamilton East,Green Party,special,advanced,overseas,44
2005,Hamilton East,Jim Anderton's Progressive,ordinary,normal,local,292
2005,Hamilton East,Jim Anderton's Progressive,special,normal,local,28
2005,Hamilton East,Jim Anderton's Progressive,ordinary,advanced,local,23
2005,Hamilton East,Jim Anderton's Progressive,special,advanced,local,4
2005,Hamilton East,Jim Anderton's Progressive,special,advanced,overseas,0
2005,Hamilton East,Labour Party,ordinary,normal,local,10643
2005,Hamilton East,Labour Party,special,normal,local,1425
2005,Hamilton East,Labour Party,ordinary,advanced,local,983
2005,Hamilton East,Labour Party,special,advanced,local,155
2005,Hamilton East,Labour Party,special,advanced,overseas,171
2005,Hamilton East,Libertarianz,ordinary,normal,local,18
2005,Hamilton East,Libertarianz,special,normal,local,2
2005,Hamilton East,Libertarianz,ordinary,advanced,local,1
2005,Hamilton East,Libertarianz,special,advanced,local,0
2005,Hamilton East,Libertarianz,special,advanced,overseas,0
2005,Hamilton East,Maori Party,ordinary,normal,local,162
2005,Hamilton East,Maori Party,special,normal,local,59
2005,Hamilton East,Maori Party,ordinary,advanced,local,10
2005,Hamilton East,Maori Party,special,advanced,local,1
2005,Hamilton East,Maori Party,special,advanced,overseas,2
2005,Hamilton East,National Party,ordinary,normal,local,13955
2005,Hamilton East,National Party,special,normal,local,1280
2005,Hamilton East,National Party,ordinary,advanced,local,1552
2005,Hamilton East,National Party,special,advanced,local,148
2005,Hamilton East,National Party,special,advanced,overseas,177
2005,Hamilton East,NZ Family Rights Protection Party,ordinary,normal,local,2
2005,Hamilton East,NZ Family Rights Protection Party,special,normal,local,1
2005,Hamilton East,NZ Family Rights Protection Party,ordinary,advanced,local,0
2005,Hamilton East,NZ Family Rights Protection Party,special,advanced,local,0
2005,Hamilton East,NZ Family Rights Protection Party,special,advanced,overseas,0
2005,Hamilton East,NZ First,ordinary,normal,local,1795
2005,Hamilton East,NZ First,special,normal,local,164
2005,Hamilton East,NZ First,ordinary,advanced,local,205
2005,Hamilton East,NZ First,special,advanced,local,22
2005,Hamilton East,NZ First,special,advanced,overseas,16
2005,Hamilton East,OneNZ Party,ordinary,normal,local,5
2005,Hamilton East,OneNZ Party,special,normal,local,0
2005,Hamilton East,OneNZ Party,ordinary,advanced,local,3
2005,Hamilton East,OneNZ Party,special,advanced,local,0
2005,Hamilton East,OneNZ Party,special,advanced,overseas,0
2005,Hamilton East,The Republic of NZ Party,ordinary,normal,local,1
2005,Hamilton East,The Republic of NZ Party,special,normal,local,0
2005,Hamilton East,The Republic of NZ Party,ordinary,advanced,local,1
2005,Hamilton East,The Republic of NZ Party,special,advanced,local,0
2005,Hamilton East,The Republic of NZ Party,special,advanced,overseas,0
2005,Hamilton East,United Future,ordinary,normal,local,1046
2005,Hamilton East,United Future,special,normal,local,93
2005,Hamilton East,United Future,ordinary,advanced,local,117
2005,Hamilton East,United Future,special,advanced,local,9
2005,Hamilton East,United Future,special,advanced,overseas,21
2005,Hamilton West,99 MP Party,ordinary,normal,local,5
2005,Hamilton West,99 MP Party,special,normal,local,1
2005,Hamilton West,99 MP Party,ordinary,advanced,local,0
2005,Hamilton West,99 MP Party,special,advanced,local,0
2005,Hamilton West,99 MP Party,special,advanced,overseas,0
2005,Hamilton West,ACT,ordinary,normal,local,426
2005,Hamilton West,ACT,special,normal,local,48
2005,Hamilton West,ACT,ordinary,advanced,local,66
2005,Hamilton West,ACT,special,advanced,local,4
2005,Hamilton West,ACT,special,advanced,overseas,6
2005,Hamilton West,Alliance,ordinary,normal,local,7
2005,Hamilton West,Alliance,special,normal,local,3
2005,Hamilton West,Alliance,ordinary,advanced,local,0
2005,Hamilton West,Alliance,special,advanced,local,0
2005,Hamilton West,Alliance,special,advanced,overseas,0
2005,Hamilton West,Aotearoa Legalise Cannabis Party,ordinary,normal,local,58
2005,Hamilton West,Aotearoa Legalise Cannabis Party,special,normal,local,25
2005,Hamilton West,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,3
2005,Hamilton West,Aotearoa Legalise Cannabis Party,special,advanced,local,2
2005,Hamilton West,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2005,Hamilton West,Christian Heritage NZ,ordinary,normal,local,41
2005,Hamilton West,Christian Heritage NZ,special,normal,local,7
2005,Hamilton West,Christian Heritage NZ,ordinary,advanced,local,5
2005,Hamilton West,Christian Heritage NZ,special,advanced,local,2
2005,Hamilton West,Christian Heritage NZ,special,advanced,overseas,1
2005,Hamilton West,Democrats for Social Credit,ordinary,normal,local,21
2005,Hamilton West,Democrats for Social Credit,special,normal,local,2
2005,Hamilton West,Democrats for Social Credit,ordinary,advanced,local,1
2005,Hamilton West,Democrats for Social Credit,special,advanced,local,0
2005,Hamilton West,Democrats for Social Credit,special,advanced,overseas,0
2005,Hamilton West,Destiny NZ,ordinary,normal,local,123
2005,Hamilton West,Destiny NZ,special,normal,local,23
2005,Hamilton West,Destiny NZ,ordinary,advanced,local,11
2005,Hamilton West,Destiny NZ,special,advanced,local,1
2005,Hamilton West,Destiny NZ,special,advanced,overseas,1
2005,Hamilton West,Direct Democracy Party,ordinary,normal,local,10
2005,Hamilton West,Direct Democracy Party,special,normal,local,1
2005,Hamilton West,Direct Democracy Party,ordinary,advanced,local,0
2005,Hamilton West,Direct Democracy Party,special,advanced,local,0
2005,Hamilton West,Direct Democracy Party,special,advanced,overseas,0
2005,Hamilton West,Green Party,ordinary,normal,local,1027
2005,Hamilton West,Green Party,special,normal,local,158
2005,Hamilton West,Green Party,ordinary,advanced,local,85
2005,Hamilton West,Green Party,special,advanced,local,14
2005,Hamilton West,Green Party,special,advanced,overseas,29
2005,Hamilton West,Jim Anderton's Progressive,ordinary,normal,local,302
2005,Hamilton West,Jim Anderton's Progressive,special,normal,local,29
2005,Hamilton West,Jim Anderton's Progressive,ordinary,advanced,local,25
2005,Hamilton West,Jim Anderton's Progressive,special,advanced,local,1
2005,Hamilton West,Jim Anderton's Progressive,special,advanced,overseas,1
2005,Hamilton West,Labour Party,ordinary,normal,local,11818
2005,Hamilton West,Labour Party,special,normal,local,1357
2005,Hamilton West,Labour Party,ordinary,advanced,local,702
2005,Hamilton West,Labour Party,special,advanced,local,116
2005,Hamilton West,Labour Party,special,advanced,overseas,104
2005,Hamilton West,Libertarianz,ordinary,normal,local,11
2005,Hamilton West,Libertarianz,special,normal,local,3
2005,Hamilton West,Libertarianz,ordinary,advanced,local,1
2005,Hamilton West,Libertarianz,special,advanced,local,0
2005,Hamilton West,Libertarianz,special,advanced,overseas,0
2005,Hamilton West,Maori Party,ordinary,normal,local,177
2005,Hamilton West,Maori Party,special,normal,local,38
2005,Hamilton West,Maori Party,ordinary,advanced,local,11
2005,Hamilton West,Maori Party,special,advanced,local,2
2005,Hamilton West,Maori Party,special,advanced,overseas,1
2005,Hamilton West,National Party,ordinary,normal,local,11295
2005,Hamilton West,National Party,special,normal,local,1124
2005,Hamilton West,National Party,ordinary,advanced,local,1044
2005,Hamilton West,National Party,special,advanced,local,86
2005,Hamilton West,National Party,special,advanced,overseas,115
2005,Hamilton West,NZ Family Rights Protection Party,ordinary,normal,local,12
2005,Hamilton West,NZ Family Rights Protection Party,special,normal,local,2
2005,Hamilton West,NZ Family Rights Protection Party,ordinary,advanced,local,0
2005,Hamilton West,NZ Family Rights Protection Party,special,advanced,local,0
2005,Hamilton West,NZ Family Rights Protection Party,special,advanced,overseas,0
2005,Hamilton West,NZ First,ordinary,normal,local,2150
2005,Hamilton West,NZ First,special,normal,local,216
2005,Hamilton West,NZ First,ordinary,advanced,local,141
2005,Hamilton West,NZ First,special,advanced,local,29
2005,Hamilton West,NZ First,special,advanced,overseas,13
2005,Hamilton West,OneNZ Party,ordinary,normal,local,6
2005,Hamilton West,OneNZ Party,special,normal,local,0
2005,Hamilton West,OneNZ Party,ordinary,advanced,local,1
2005,Hamilton West,OneNZ Party,special,advanced,local,0
2005,Hamilton West,OneNZ Party,special,advanced,overseas,0
2005,Hamilton West,The Republic of NZ Party,ordinary,normal,local,12
2005,Hamilton West,The Republic of NZ Party,special,normal,local,1
2005,Hamilton West,The Republic of NZ Party,ordinary,advanced,local,0
2005,Hamilton West,The Republic of NZ Party,special,advanced,local,0
2005,Hamilton West,The Republic of NZ Party,special,advanced,overseas,0
2005,Hamilton West,United Future,ordinary,normal,local,801
2005,Hamilton West,United Future,special,normal,local,62
2005,Hamilton West,United Future,ordinary,advanced,local,94
2005,Hamilton West,United Future,special,advanced,local,9
2005,Hamilton West,United Future,special,advanced,overseas,8
2005,Helensville,99 MP Party,ordinary,normal,local,4
2005,Helensville,99 MP Party,special,normal,local,1
2005,Helensville,99 MP Party,ordinary,advanced,local,0
2005,Helensville,99 MP Party,special,advanced,local,0
2005,Helensville,99 MP Party,special,advanced,overseas,0
2005,Helensville,ACT,ordinary,normal,local,677
2005,Helensville,ACT,special,normal,local,56
2005,Helensville,ACT,ordinary,advanced,local,71
2005,Helensville,ACT,special,advanced,local,7
2005,Helensville,ACT,special,advanced,overseas,10
2005,Helensville,Alliance,ordinary,normal,local,8
2005,Helensville,Alliance,special,normal,local,1
2005,Helensville,Alliance,ordinary,advanced,local,0
2005,Helensville,Alliance,special,advanced,local,0
2005,Helensville,Alliance,special,advanced,overseas,0
2005,Helensville,Aotearoa Legalise Cannabis Party,ordinary,normal,local,53
2005,Helensville,Aotearoa Legalise Cannabis Party,special,normal,local,11
2005,Helensville,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,0
2005,Helensville,Aotearoa Legalise Cannabis Party,special,advanced,local,0
2005,Helensville,Aotearoa Legalise Cannabis Party,special,advanced,overseas,2
2005,Helensville,Christian Heritage NZ,ordinary,normal,local,35
2005,Helensville,Christian Heritage NZ,special,normal,local,4
2005,Helensville,Christian Heritage NZ,ordinary,advanced,local,6
2005,Helensville,Christian Heritage NZ,special,advanced,local,2
2005,Helensville,Christian Heritage NZ,special,advanced,overseas,1
2005,Helensville,Democrats for Social Credit,ordinary,normal,local,4
2005,Helensville,Democrats for Social Credit,special,normal,local,3
2005,Helensville,Democrats for Social Credit,ordinary,advanced,local,0
2005,Helensville,Democrats for Social Credit,special,advanced,local,0
2005,Helensville,Democrats for Social Credit,special,advanced,overseas,1
2005,Helensville,Destiny NZ,ordinary,normal,local,109
2005,Helensville,Destiny NZ,special,normal,local,20
2005,Helensville,Destiny NZ,ordinary,advanced,local,12
2005,Helensville,Destiny NZ,special,advanced,local,4
2005,Helensville,Destiny NZ,special,advanced,overseas,6
2005,Helensville,Direct Democracy Party,ordinary,normal,local,20
2005,Helensville,Direct Democracy Party,special,normal,local,5
2005,Helensville,Direct Democracy Party,ordinary,advanced,local,1
2005,Helensville,Direct Democracy Party,special,advanced,local,0
2005,Helensville,Direct Democracy Party,special,advanced,overseas,0
2005,Helensville,Green Party,ordinary,normal,local,1141
2005,Helensville,Green Party,special,normal,local,143
2005,Helensville,Green Party,ordinary,advanced,local,79
2005,Helensville,Green Party,special,advanced,local,18
2005,Helensville,Green Party,special,advanced,overseas,26
2005,Helensville,Jim Anderton's Progressive,ordinary,normal,local,229
2005,Helensville,Jim Anderton's Progressive,special,normal,local,31
2005,Helensville,Jim Anderton's Progressive,ordinary,advanced,local,18
2005,Helensville,Jim Anderton's Progressive,special,advanced,local,1
2005,Helensville,Jim Anderton's Progressive,special,advanced,overseas,2
2005,Helensville,Labour Party,ordinary,normal,local,7927
2005,Helensville,Labour Party,special,normal,local,1067
2005,Helensville,Labour Party,ordinary,advanced,local,579
2005,Helensville,Labour Party,special,advanced,local,98
2005,Helensville,Labour Party,special,advanced,overseas,90
2005,Helensville,Libertarianz,ordinary,normal,local,15
2005,Helensville,Libertarianz,special,normal,local,1
2005,Helensville,Libertarianz,ordinary,advanced,local,0
2005,Helensville,Libertarianz,special,advanced,local,0
2005,Helensville,Libertarianz,special,advanced,overseas,0
2005,Helensville,Maori Party,ordinary,normal,local,105
2005,Helensville,Maori Party,special,normal,local,30
2005,Helensville,Maori Party,ordinary,advanced,local,6
2005,Helensville,Maori Party,special,advanced,local,0
2005,Helensville,Maori Party,special,advanced,overseas,1
2005,Helensville,National Party,ordinary,normal,local,15811
2005,Helensville,National Party,special,normal,local,1445
2005,Helensville,National Party,ordinary,advanced,local,1513
2005,Helensville,National Party,special,advanced,local,222
2005,Helensville,National Party,special,advanced,overseas,233
2005,Helensville,NZ Family Rights Protection Party,ordinary,normal,local,5
2005,Helensville,NZ Family Rights Protection Party,special,normal,local,3
2005,Helensville,NZ Family Rights Protection Party,ordinary,advanced,local,0
2005,Helensville,NZ Family Rights Protection Party,special,advanced,local,0
2005,Helensville,NZ Family Rights Protection Party,special,advanced,overseas,0
2005,Helensville,NZ First,ordinary,normal,local,1656
2005,Helensville,NZ First,special,normal,local,170
2005,Helensville,NZ First,ordinary,advanced,local,176
2005,Helensville,NZ First,special,advanced,local,30
2005,Helensville,NZ First,special,advanced,overseas,19
2005,Helensville,OneNZ Party,ordinary,normal,local,4
2005,Helensville,OneNZ Party,special,normal,local,0
2005,Helensville,OneNZ Party,ordinary,advanced,local,0
2005,Helensville,OneNZ Party,special,advanced,local,0
2005,Helensville,OneNZ Party,special,advanced,overseas,0
2005,Helensville,The Republic of NZ Party,ordinary,normal,local,4
2005,Helensville,The Republic of NZ Party,special,normal,local,1
2005,Helensville,The Republic of NZ Party,ordinary,advanced,local,0
2005,Helensville,The Republic of NZ Party,special,advanced,local,0
2005,Helensville,The Republic of NZ Party,special,advanced,overseas,0
2005,Helensville,United Future,ordinary,normal,local,716
2005,Helensville,United Future,special,normal,local,61
2005,Helensville,United Future,ordinary,advanced,local,68
2005,Helensville,United Future,special,advanced,local,7
2005,Helensville,United Future,special,advanced,overseas,11
2005,Hutt South,99 MP Party,ordinary,normal,local,5
2005,Hutt South,99 MP Party,special,normal,local,0
2005,Hutt South,99 MP Party,ordinary,advanced,local,1
2005,Hutt South,99 MP Party,special,advanced,local,1
2005,Hutt South,99 MP Party,special,advanced,overseas,0
2005,Hutt South,ACT,ordinary,normal,local,350
2005,Hutt South,ACT,special,normal,local,22
2005,Hutt South,ACT,ordinary,advanced,local,39
2005,Hutt South,ACT,special,advanced,local,1
2005,Hutt South,ACT,special,advanced,overseas,8
2005,Hutt South,Alliance,ordinary,normal,local,18
2005,Hutt South,Alliance,special,normal,local,1
2005,Hutt South,Alliance,ordinary,advanced,local,6
2005,Hutt South,Alliance,special,advanced,local,2
2005,Hutt South,Alliance,special,advanced,overseas,0
2005,Hutt South,Aotearoa Legalise Cannabis Party,ordinary,normal,local,61
2005,Hutt South,Aotearoa Legalise Cannabis Party,special,normal,local,14
2005,Hutt South,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,1
2005,Hutt South,Aotearoa Legalise Cannabis Party,special,advanced,local,0
2005,Hutt South,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2005,Hutt South,Christian Heritage NZ,ordinary,normal,local,16
2005,Hutt South,Christian Heritage NZ,special,normal,local,4
2005,Hutt South,Christian Heritage NZ,ordinary,advanced,local,1
2005,Hutt South,Christian Heritage NZ,special,advanced,local,0
2005,Hutt South,Christian Heritage NZ,special,advanced,overseas,0
2005,Hutt South,Democrats for Social Credit,ordinary,normal,local,8
2005,Hutt South,Democrats for Social Credit,special,normal,local,0
2005,Hutt South,Democrats for Social Credit,ordinary,advanced,local,1
2005,Hutt South,Democrats for Social Credit,special,advanced,local,0
2005,Hutt South,Democrats for Social Credit,special,advanced,overseas,0
2005,Hutt South,Destiny NZ,ordinary,normal,local,148
2005,Hutt South,Destiny NZ,special,normal,local,9
2005,Hutt South,Destiny NZ,ordinary,advanced,local,17
2005,Hutt South,Destiny NZ,special,advanced,local,5
2005,Hutt South,Destiny NZ,special,advanced,overseas,2
2005,Hutt South,Direct Democracy Party,ordinary,normal,local,4
2005,Hutt South,Direct Democracy Party,special,normal,local,0
2005,Hutt South,Direct Democracy Party,ordinary,advanced,local,0
2005,Hutt South,Direct Democracy Party,special,advanced,local,0
2005,Hutt South,Direct Democracy Party,special,advanced,overseas,0
2005,Hutt South,Green Party,ordinary,normal,local,1469
2005,Hutt South,Green Party,special,normal,local,150
2005,Hutt South,Green Party,ordinary,advanced,local,147
2005,Hutt South,Green Party,special,advanced,local,17
2005,Hutt South,Green Party,special,advanced,overseas,48
2005,Hutt South,Jim Anderton's Progressive,ordinary,normal,local,292
2005,Hutt South,Jim Anderton's Progressive,special,normal,local,18
2005,Hutt South,Jim Anderton's Progressive,ordinary,advanced,local,24
2005,Hutt South,Jim Anderton's Progressive,special,advanced,local,0
2005,Hutt South,Jim Anderton's Progressive,special,advanced,overseas,3
2005,Hutt South,Labour Party,ordinary,normal,local,13054
2005,Hutt South,Labour Party,special,normal,local,1251
2005,Hutt South,Labour Party,ordinary,advanced,local,853
2005,Hutt South,Labour Party,special,advanced,local,179
2005,Hutt South,Labour Party,special,advanced,overseas,197
2005,Hutt South,Libertarianz,ordinary,normal,local,15
2005,Hutt South,Libertarianz,special,normal,local,3
2005,Hutt South,Libertarianz,ordinary,advanced,local,3
2005,Hutt South,Libertarianz,special,advanced,local,0
2005,Hutt South,Libertarianz,special,advanced,overseas,0
2005,Hutt South,Maori Party,ordinary,normal,local,142
2005,Hutt South,Maori Party,special,normal,local,36
2005,Hutt South,Maori Party,ordinary,advanced,local,9
2005,Hutt South,Maori Party,special,advanced,local,5
2005,Hutt South,Maori Party,special,advanced,overseas,1
2005,Hutt South,National Party,ordinary,normal,local,9643
2005,Hutt South,National Party,special,normal,local,702
2005,Hutt South,National Party,ordinary,advanced,local,815
2005,Hutt South,National Party,special,advanced,local,79
2005,Hutt South,National Party,special,advanced,overseas,225
2005,Hutt South,NZ Family Rights Protection Party,ordinary,normal,local,8
2005,Hutt South,NZ Family Rights Protection Party,special,normal,local,3
2005,Hutt South,NZ Family Rights Protection Party,ordinary,advanced,local,0
2005,Hutt South,NZ Family Rights Protection Party,special,advanced,local,0
2005,Hutt South,NZ Family Rights Protection Party,special,advanced,overseas,0
2005,Hutt South,NZ First,ordinary,normal,local,1081
2005,Hutt South,NZ First,special,normal,local,67
2005,Hutt South,NZ First,ordinary,advanced,local,88
2005,Hutt South,NZ First,special,advanced,local,14
2005,Hutt South,NZ First,special,advanced,overseas,12
2005,Hutt South,OneNZ Party,ordinary,normal,local,4
2005,Hutt South,OneNZ Party,special,normal,local,0
2005,Hutt South,OneNZ Party,ordinary,advanced,local,0
2005,Hutt South,OneNZ Party,special,advanced,local,0
2005,Hutt South,OneNZ Party,special,advanced,overseas,0
2005,Hutt South,The Republic of NZ Party,ordinary,normal,local,1
2005,Hutt South,The Republic of NZ Party,special,normal,local,1
2005,Hutt South,The Republic of NZ Party,ordinary,advanced,local,1
2005,Hutt South,The Republic of NZ Party,special,advanced,local,0
2005,Hutt South,The Republic of NZ Party,special,advanced,overseas,0
2005,Hutt South,United Future,ordinary,normal,local,1020
2005,Hutt South,United Future,special,normal,local,83
2005,Hutt South,United Future,ordinary,advanced,local,135
2005,Hutt South,United Future,special,advanced,local,10
2005,Hutt South,United Future,special,advanced,overseas,19
2005,Ilam,99 MP Party,ordinary,normal,local,6
2005,Ilam,99 MP Party,special,normal,local,1
2005,Ilam,99 MP Party,ordinary,advanced,local,0
2005,Ilam,99 MP Party,special,advanced,local,0
2005,Ilam,99 MP Party,special,advanced,overseas,0
2005,Ilam,ACT,ordinary,normal,local,551
2005,Ilam,ACT,special,normal,local,64
2005,Ilam,ACT,ordinary,advanced,local,45
2005,Ilam,ACT,special,advanced,local,10
2005,Ilam,ACT,special,advanced,overseas,19
2005,Ilam,Alliance,ordinary,normal,local,21
2005,Ilam,Alliance,special,normal,local,6
2005,Ilam,Alliance,ordinary,advanced,local,1
2005,Ilam,Alliance,special,advanced,local,0
2005,Ilam,Alliance,special,advanced,overseas,1
2005,Ilam,Aotearoa Legalise Cannabis Party,ordinary,normal,local,28
2005,Ilam,Aotearoa Legalise Cannabis Party,special,normal,local,9
2005,Ilam,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,0
2005,Ilam,Aotearoa Legalise Cannabis Party,special,advanced,local,0
2005,Ilam,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2005,Ilam,Christian Heritage NZ,ordinary,normal,local,23
2005,Ilam,Christian Heritage NZ,special,normal,local,4
2005,Ilam,Christian Heritage NZ,ordinary,advanced,local,5
2005,Ilam,Christian Heritage NZ,special,advanced,local,0
2005,Ilam,Christian Heritage NZ,special,advanced,overseas,1
2005,Ilam,Democrats for Social Credit,ordinary,normal,local,5
2005,Ilam,Democrats for Social Credit,special,normal,local,1
2005,Ilam,Democrats for Social Credit,ordinary,advanced,local,1
2005,Ilam,Democrats for Social Credit,special,advanced,local,1
2005,Ilam,Democrats for Social Credit,special,advanced,overseas,0
2005,Ilam,Destiny NZ,ordinary,normal,local,44
2005,Ilam,Destiny NZ,special,normal,local,7
2005,Ilam,Destiny NZ,ordinary,advanced,local,2
2005,Ilam,Destiny NZ,special,advanced,local,2
2005,Ilam,Destiny NZ,special,advanced,overseas,2
2005,Ilam,Direct Democracy Party,ordinary,normal,local,2
2005,Ilam,Direct Democracy Party,special,normal,local,0
2005,Ilam,Direct Democracy Party,ordinary,advanced,local,0
2005,Ilam,Direct Democracy Party,special,advanced,local,0
2005,Ilam,Direct Democracy Party,special,advanced,overseas,0
2005,Ilam,Green Party,ordinary,normal,local,1520
2005,Ilam,Green Party,special,normal,local,243
2005,Ilam,Green Party,ordinary,advanced,local,99
2005,Ilam,Green Party,special,advanced,local,23
2005,Ilam,Green Party,special,advanced,overseas,67
2005,Ilam,Jim Anderton's Progressive,ordinary,normal,local,381
2005,Ilam,Jim Anderton's Progressive,special,normal,local,51
2005,Ilam,Jim Anderton's Progressive,ordinary,advanced,local,14
2005,Ilam,Jim Anderton's Progressive,special,advanced,local,6
2005,Ilam,Jim Anderton's Progressive,special,advanced,overseas,2
2005,Ilam,Labour Party,ordinary,normal,local,10241
2005,Ilam,Labour Party,special,normal,local,1247
2005,Ilam,Labour Party,ordinary,advanced,local,700
2005,Ilam,Labour Party,special,advanced,local,144
2005,Ilam,Labour Party,special,advanced,overseas,257
2005,Ilam,Libertarianz,ordinary,normal,local,13
2005,Ilam,Libertarianz,special,normal,local,2
2005,Ilam,Libertarianz,ordinary,advanced,local,0
2005,Ilam,Libertarianz,special,advanced,local,0
2005,Ilam,Libertarianz,special,advanced,overseas,0
2005,Ilam,Maori Party,ordinary,normal,local,45
2005,Ilam,Maori Party,special,normal,local,11
2005,Ilam,Maori Party,ordinary,advanced,local,4
2005,Ilam,Maori Party,special,advanced,local,1
2005,Ilam,Maori Party,special,advanced,overseas,1
2005,Ilam,National Party,ordinary,normal,local,14550
2005,Ilam,National Party,special,normal,local,1399
2005,Ilam,National Party,ordinary,advanced,local,1404
2005,Ilam,National Party,special,advanced,local,257
2005,Ilam,National Party,special,advanced,overseas,339
2005,Ilam,NZ Family Rights Protection Party,ordinary,normal,local,2
2005,Ilam,NZ Family Rights Protection Party,special,normal,local,2
2005,Ilam,NZ Family Rights Protection Party,ordinary,advanced,local,0
2005,Ilam,NZ Family Rights Protection Party,special,advanced,local,0
2005,Ilam,NZ Family Rights Protection Party,special,advanced,overseas,0
2005,Ilam,NZ First,ordinary,normal,local,1039
2005,Ilam,NZ First,special,normal,local,110
2005,Ilam,NZ First,ordinary,advanced,local,74
2005,Ilam,NZ First,special,advanced,local,11
2005,Ilam,NZ First,special,advanced,overseas,11
2005,Ilam,OneNZ Party,ordinary,normal,local,6
2005,Ilam,OneNZ Party,special,normal,local,0
2005,Ilam,OneNZ Party,ordinary,advanced,local,0
2005,Ilam,OneNZ Party,special,advanced,local,0
2005,Ilam,OneNZ Party,special,advanced,overseas,0
2005,Ilam,The Republic of NZ Party,ordinary,normal,local,7
2005,Ilam,The Republic of NZ Party,special,normal,local,1
2005,Ilam,The Republic of NZ Party,ordinary,advanced,local,0
2005,Ilam,The Republic of NZ Party,special,advanced,local,0
2005,Ilam,The Republic of NZ Party,special,advanced,overseas,0
2005,Ilam,United Future,ordinary,normal,local,1095
2005,Ilam,United Future,special,normal,local,93
2005,Ilam,United Future,ordinary,advanced,local,85
2005,Ilam,United Future,special,advanced,local,8
2005,Ilam,United Future,special,advanced,overseas,23
2005,Invercargill,99 MP Party,ordinary,normal,local,7
2005,Invercargill,99 MP Party,special,normal,local,0
2005,Invercargill,99 MP Party,ordinary,advanced,local,2
2005,Invercargill,99 MP Party,special,advanced,local,0
2005,Invercargill,99 MP Party,special,advanced,overseas,0
2005,Invercargill,ACT,ordinary,normal,local,282
2005,Invercargill,ACT,special,normal,local,20
2005,Invercargill,ACT,ordinary,advanced,local,58
2005,Invercargill,ACT,special,advanced,local,1
2005,Invercargill,ACT,special,advanced,overseas,4
2005,Invercargill,Alliance,ordinary,normal,local,18
2005,Invercargill,Alliance,special,normal,local,1
2005,Invercargill,Alliance,ordinary,advanced,local,2
2005,Invercargill,Alliance,special,advanced,local,1
2005,Invercargill,Alliance,special,advanced,overseas,0
2005,Invercargill,Aotearoa Legalise Cannabis Party,ordinary,normal,local,73
2005,Invercargill,Aotearoa Legalise Cannabis Party,special,normal,local,15
2005,Invercargill,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,3
2005,Invercargill,Aotearoa Legalise Cannabis Party,special,advanced,local,5
2005,Invercargill,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2005,Invercargill,Christian Heritage NZ,ordinary,normal,local,48
2005,Invercargill,Christian Heritage NZ,special,normal,local,4
2005,Invercargill,Christian Heritage NZ,ordinary,advanced,local,3
2005,Invercargill,Christian Heritage NZ,special,advanced,local,1
2005,Invercargill,Christian Heritage NZ,special,advanced,overseas,0
2005,Invercargill,Democrats for Social Credit,ordinary,normal,local,57
2005,Invercargill,Democrats for Social Credit,special,normal,local,2
2005,Invercargill,Democrats for Social Credit,ordinary,advanced,local,2
2005,Invercargill,Democrats for Social Credit,special,advanced,local,0
2005,Invercargill,Democrats for Social Credit,special,advanced,overseas,2
2005,Invercargill,Destiny NZ,ordinary,normal,local,170
